Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
27.72,0.0541,-0.0608,-0.0133
27.74,-0.0554,-0.0437,0.0103
27.76,0.009,-0.0242,0.0084
27.78,0.0197,-0.0425,0.0469
27.8,-0.0073,-0.065,-0.0374
27.82,0.0169,-0.0249,0.0449
27.84,-0.0102,-0.0123,-0.0178
27.86,0.0363,-0.0525,-0.0292
27.88,0.0441,-0.0182,-0.0295
27.9,-0.0153,-0.0248,-0.0006
27.92,-0.0233,-0.0395,0.0389
27.94,-0.0027,-0.0179,0.0492
27.96,0.0041,-0.0813,0.0414
27.98,0.0585,-0.0155,0.0161
28.0,-0.0357,-0.0523,-0.0283
28.02,0.0247,-0.0341,0.0339
28.04,0.0441,0.0034,0.0127
28.06,-0.0155,-0.0189,0.0463
28.08,0.0302,0.0633,0.0045
28.1,-0.0101,-0.0285,0.0335
28.12,-0.0629,-0.0145,0.0272
28.14,0.0174,-0.026,0.0228
28.16,0.0256,0.006,-0.0454
28.18,0.0202,-0.064,-0.0224
28.2,0.0325,0.0172,0.0049
28.22,0.0618,-0.0201,0.0476
28.24,-0.0147,-0.0235,-0.0235
28.26,0.0337,-0.0378,0.0018
28.28,0.0165,-0.0016,-0.0359
28.3,-0.014,-0.0341,0.0231
28.32,0.0397,-0.0271,-0.0071
28.34,-0.0178,-0.0265,0.014
28.36,0.039,-0.0098,-0.023
28.38,-0.0133,0.0298,0.0275
28.4,-0.008,-0.0523,0.039
28.42,0.0141,-0.0384,0.0077
28.44,0.0557,-0.0283,0.0278
28.46,0.0302,-0.1007,0.0478
28.48,-0.0048,-0.0095,-0.0013
28.5,0.0123,0.0107,0.0393
28.52,0.0207,-0.0613,0.037
28.54,-0.0293,-0.0728,0.0051
28.56,-0.031,-0.0226,0.0982
28.58,0.0162,-0.0093,0.0437
28.6,0.0644,-0.0597,-0.0445
28.62,-0.0046,-0.0513,0.0079
28.64,0.0231,-0.0295,0.004
28.66,-0.0473,-0.0274,-0.0411
28.68,0.0231,-0.0138,0.0259
28.7,-0.071,-0.0516,0.0174
28.72,0.1193,-0.0191,-0.0069
28.74,0.0889,-0.0114,0.0011
28.76,0.0176,0.0277,0.0311
28.78,-0.0226,-0.037,0.0131
28.8,0.0203,-0.0097,0.0572
28.82,0.0287,-0.0206,0.0031
28.84,0.105,-0.0461,0.025
28.86,0.086,0.0351,0.0371
28.88,-0.0272,-0.0013,0.015
28.9,-0.052,-0.039,0.046
28.92,0.0489,0.0061,0.0305
28.94,0.0626,-0.0593,-0.0585
28.96,0.0358,0.0067,0.0398
28.98,0.0754,-0.0212,-0.0155
29.0,0.0156,-0.0061,0.0236
29.02,-0.0219,-0.0608,0.045
29.04,0.0394,-0.023,0.0565
29.06,0.0063,-0.0508,0.0103
29.08,-0.0273,-0.0463,0.0399
29.1,0.0496,-0.0074,0.028
29.12,0.027,-0.0524,-0.0197
29.14,0.0042,-0.0451,0.0181
29.16,-0.04,0.0154,-0.0533
29.18,-0.0083,-0.049,0.0119
29.2,0.0339,0.0204,-0.0204
29.22,0.04,-0.0545,-0.0407
29.24,-0.01,-0.0068,0.0267
29.26,-0.0131,-0.0036,0.0227
29.28,-0.0004,-0.0124,0.0403
29.3,-0.0215,0.028,0.0338
29.32,-0.0293,-0.0398,0.006
29.34,-0.0233,-0.1133,0.0343
29.36,0.031,-0.0212,-0.0113
29.38,0.0147,-0.0542,0.0315
29.4,0.0143,-0.0038,-0.0312
29.42,-0.0086,-0.0138,-0.0416
29.44,0.0057,-0.0504,-0.0028
29.46,0.0436,0.0403,0.0243
29.48,-0.0029,-0.0349,0.0585
29.5,-0.0305,-0.0121,0.0211
29.52,0.0399,-0.01,-0.0025
29.54,0.0347,-0.061,0.0082
29.56,0.0372,-0.0031,-0.0078
29.58,-0.0408,-0.0196,0.0457
29.6,0.034,-0.0917,0.0687
29.62,-0.0205,-0.0209,0.0555
29.64,0.0296,-0.0271,0.0123
29.66,0.0695,0.0069,0.0594
29.68,0.0316,-0.0132,0.0556
29.7,0.0276,0.0099,0.0473
29.72,-0.045,0.0256,0.0463
29.74,-0.0045,-0.0496,-0.0239
29.76,0.0188,-0.0163,0.0292
29.78,0.0376,-0.0217,0.021
29.8,-0.0095,0.0082,0.0691
29.82,0.05,-0.0287,-0.0142
29.84,0.0471,-0.0324,0.0304
29.86,-0.0277,-0.0323,0.0425
29.88,-0.0169,-0.0077,-0.0246
29.9,-0.0614,-0.0488,0.0591
29.92,0.0042,-0.0226,0.0156
29.94,0.0149,-0.0266,0.0106
29.96,-0.0122,-0.0289,0.0059
29.98,-0.0061,-0.0204,-0.0191
30.0,-0.0542,-0.0849,0.0523
30.02,0.0117,0.0668,0.0757
30.04,0.0544,-0.0827,-0.0183
30.06,0.0612,-0.0461,-0.0065
30.08,-0.0203,-0.0368,-0.0118
30.1,0.0661,-0.0647,0.0509
30.12,0.0074,-0.054,0.0408
30.14,0.0292,-0.0052,-0.0123
30.16,-0.0413,-0.0007,0.0062
30.18,0.0595,-0.0471,0.0379
30.2,0.0356,-0.0066,0.0374
30.22,0.0453,0.0016,0.0073
30.24,0.0092,-0.042,-0.0186
30.26,0.0175,0.0175,-0.0479
30.28,0.0536,-0.0547,0.0414
30.3,0.0291,0.0243,0.0265
30.32,0.051,-0.0501,-0.0593
30.34,-0.0163,0.0239,0.0743
30.36,-0.0191,-0.0311,-0.0023
30.38,0.0369,-0.005,0.012
30.4,-0.0121,-0.0619,0.0163
30.42,0.0622,-0.0193,0.0197
30.44,-0.0188,0.0046,0.0891
30.46,-0.026,-0.0426,-0.0045
30.48,-0.0185,-0.0473,0.0289
30.5,0.0152,-0.0022,0.0134
30.52,0.0025,-0.0377,0.0244
30.54,0.0226,-0.0075,0.0289
30.56,0.0003,-0.038,-0.0003
30.58,0.054,-0.0061,0.0215
30.6,0.0217,0.0085,-0.0269
30.62,-0.0227,-0.0294,-0.0039
30.64,0.0213,-0.0159,0.0427
30.66,0.0252,-0.0039,0.0179
30.68,0.0091,-0.065,0.0322
30.7,0.024,0.0152,0.0591
30.72,0.0071,-0.0071,-0.0311
30.74,-0.0115,-0.0292,-0.003
30.76,0.0366,-0.061,0.0285
30.78,-0.015,0.0099,0.0079
30.8,0.0384,-0.0523,-0.0135
30.82,-0.054,-0.0303,0.0518
30.84,0.0177,-0.1029,0.0319
30.86,0.0097,-0.0253,0.0157
30.88,0.0416,-0.0853,-0.0405
30.9,-0.0046,-0.0062,0.0178
30.92,-0.0001,0.0448,-0.0091
30.94,0.0009,0.0279,0.0066
30.96,0.0383,-0.0317,0.0149
30.98,-0.0087,-0.046,0.0623
31.0,0.0053,0.0137,0.0437
31.02,0.0213,-0.013,0.0153
31.04,0.0085,0.0133,-0.0033
31.06,-0.0129,0.0418,0.0352
31.08,0.0514,-0.0113,0.022
31.1,0.0159,-0.0041,0.0394
31.12,-0.0427,-0.0289,0.0423
31.14,0.0395,-0.0484,0.0597
31.16,0.0462,-0.0187,0.0207
31.18,-0.0412,-0.0114,0.045
31.2,-0.0586,0.0072,-0.0079
31.22,0.0653,-0.0178,0.0709
31.24,-0.0015,-0.0127,0.0621
31.26,-0.0287,-0.046,0.0391
31.28,0.0625,-0.0094,0.0471
31.3,0.0306,-0.042,0.0462
31.32,0.0122,-0.0233,0.0297
31.34,0.0555,-0.017,0.0302
31.36,0.0133,-0.0004,0.0163
31.38,0.0831,-0.0294,0.041
31.4,0.0749,-0.0189,0.0035
31.42,0.0446,-0.0593,0.0171
31.44,-0.0554,-0.0541,0.0451
31.46,-0.0307,0.0186,0.0285
31.48,0.0344,-0.019,0.0109
31.5,0.0629,-0.0528,0.0474
31.52,0.0151,-0.0299,0.0058
31.54,-0.0546,0.0735,-0.0327
31.56,0.0278,0.0084,0.0172
31.58,-0.0407,-0.0136,-0.0093
31.6,-0.0145,-0.0142,-0.0131
31.62,-0.0235,0.0057,0.0129
31.64,0.0297,-0.0391,0.0041
31.66,0.006,-0.0017,-0.038
31.68,-0.042,0.0206,-0.025
31.7,-0.031,-0.0112,0.0429
31.72,-0.0303,-0.079,-0.0486
31.74,-0.0149,-0.054,0.0171
31.76,-0.0028,-0.0393,0.0178
31.78,0.0432,-0.0249,0.0036
31.8,0.0293,-0.0326,0.0289
31.82,0.0025,-0.0162,0.0507
31.84,0.0465,-0.0551,0.0265
31.86,0.0232,0.02,0.0671
31.88,0.0204,0.027,0.0452
31.9,0.0358,-0.0413,-0.0019
31.92,0.0342,-0.0287,-0.0037
31.94,0.0346,0.0198,0.0333
31.96,0.0182,-0.0079,-0.0257
31.98,-0.0214,0.0187,0.0319
32.0,0.112,-0.0006,-0.0203
32.02,-0.0153,-0.0404,0.0093
32.04,-0.0114,0.0059,-0.0176
32.06,-0.0161,-0.0198,0.0123
32.08,0.003,0.0953,0.0084
32.1,-0.052,0.0809,-0.0542
32.12,-0.006,0.0007,0.0494
32.14,-0.0266,0.0097,0.0766
32.16,-0.0308,-0.0294,-0.0215
32.18,0.0435,0.0076,-0.051
32.2,0.0027,-0.061,-0.0069
32.22,0.0291,-0.0406,0.0077
32.24,0.0224,-0.0589,0.0353
32.26,0.0448,0.0169,0.0134
32.28,-0.0156,0.0173,0.0078
32.3,0.0722,-0.003,0.0261
32.32,0.0329,0.0247,-0.0076
32.34,0.0345,-0.0303,0.0546
32.36,-0.0365,0.0139,0.0261
32.38,0.0633,-0.0316,0.0639
32.4,0.0366,0.0292,0.0524
32.42,0.024,-0.0222,-0.0354
32.44,0.0279,-0.016,0.0214
32.46,0.037,-0.0279,-0.0139
32.48,-0.0378,-0.046,0.0618
32.5,0.0264,-0.0027,0.0377
32.52,-0.0139,-0.0038,-0.0093
32.54,0.0152,-0.0488,-0.0045
32.56,0.0026,-0.0663,0.0042
32.58,0.0326,-0.0131,0.0059
32.6,-0.0129,-0.0307,0.002
32.62,0.0106,-0.0378,-0.0024
32.64,0.0274,0.0307,0.0288
32.66,-0.0364,-0.0102,0.048
32.68,-0.0173,0.0347,0.0161
32.7,-0.0413,-0.0182,0.028
32.72,0.0489,-0.0189,0.0076
32.74,0.0078,-0.0445,0.0101
32.76,-0.0196,-0.0402,0.0078
32.78,0.0412,0.0312,0.0351
32.8,-0.0105,-0.0092,0.039
32.82,0.0359,0.0345,0.0255
32.84,0.0226,-0.0334,0.0184
32.86,-0.013,-0.0281,0.0302
32.88,0.0395,-0.0135,0.0657
32.9,0.0478,-0.0066,0.0205
32.92,-0.0078,0.0176,0.0394
32.94,0.0288,-0.0604,0.0732
32.96,0.0485,-0.0389,0.0108
32.98,0.005,-0.035,-0.0258
33.0,0.0441,0.0213,0.0128
33.02,0.0568,-0.0169,-0.0254
33.04,-0.0022,-0.0203,0.0084
33.06,-0.0014,-0.0028,0.0222
33.08,0.0378,-0.0319,-0.0392
33.1,0.0262,0.0214,0.0236
33.12,0.0324,-0.0712,0.0157
33.14,-0.0131,-0.0381,0.0589
33.16,-0.0162,-0.0483,0.0196
33.18,-0.0533,0.0065,0.0173
33.2,0.0325,-0.0093,-0.0701
33.22,-0.0131,-0.0358,0.0351
33.24,0.038,-0.0306,0.0308
33.26,0.0232,-0.029,0.0485
33.28,0.0412,-0.0361,-0.0147
33.3,-0.0374,0.0213,0.0281
33.32,0.0028,-0.0374,0.0135
33.34,0.0161,-0.0349,-0.0523
33.36,0.0442,0.0109,-0.0054
33.38,0.0129,0.0238,-0.0041
33.4,-0.0246,-0.0223,-0.0337
33.42,0.0451,-0.0579,-0.0141
33.44,0.034,0.0096,0.0679
33.46,0.0366,-0.0182,0.0086
33.48,-0.0016,-0.0138,-0.0031
33.5,-0.0141,-0.0436,0.0423
33.52,0.0013,-0.002,-0.0403
33.54,0.0105,-0.0588,0.0836
33.56,0.0222,-0.0182,-0.0023
33.58,0.0246,0.0136,-0.0258
33.6,0.0025,-0.033,0.0536
33.62,0.0399,-0.0119,0.0234
33.64,-0.0359,-0.0308,0.018
33.66,0.005,-0.0763,0.0018
33.68,0.0683,-0.0379,0.0249
33.7,0.0361,-0.0194,0.037
33.72,0.0191,-0.0521,0.0436
33.74,0.0592,-0.0231,0.0086
33.76,0.0327,0.0157,-0.0114
33.78,-0.0025,-0.0271,0.0181
33.8,0.0258,0.0237,0.0102
33.82,0.0107,-0.0274,-0.0133
33.84,0.0167,-0.0507,0.0352
33.86,-0.0191,-0.0327,0.0091
33.88,0.0279,0.0271,0.042
33.9,0.0005,-0.0366,0.0159
33.92,0.0003,-0.0517,0.0428
33.94,0.0539,-0.003,0.0742
33.96,-0.0081,-0.0414,-0.0141
33.98,-0.0288,-0.0343,-0.0164
34.0,-0.0251,-0.0313,0.0453
34.02,-0.0332,-0.0356,0.0242
34.04,-0.0335,0.0046,-0.0281
34.06,0.0279,-0.029,0.0294
34.08,-0.0343,-0.0108,-0.0044
34.1,-0.0738,-0.0651,0.0332
34.12,0.0464,-0.006,0.019
34.14,-0.005,0.0048,0.0223
34.16,0.0433,-0.0212,0.1179
34.18,0.0143,0.0291,0.0171
34.2,-0.0202,0.0118,0.0258
34.22,0.0123,0.0026,-0.0027
34.24,-0.0327,-0.0388,0.082
34.26,0.0363,-0.0424,-0.018
34.28,0.0489,0.0068,-0.0214
34.3,0.004,-0.0292,0.0626
34.32,-0.028,-0.0396,-0.0099
34.34,-0.0657,-0.0036,-0.0445
34.36,0.0459,0.0122,0.0562
34.38,0.0457,-0.0297,0.0459
34.4,-0.0064,0.0115,0.0162
34.42,0.0631,0.0187,0.0455
34.44,-0.0128,-0.0245,-0.0967
34.46,0.01,-0.0184,0.0249
34.48,-0.0452,-0.0228,-0.0427
34.5,-0.0094,-0.0503,0.0067
34.52,0.0536,-0.022,0.0713
34.54,0.0774,-0.0143,-0.0238
34.56,0.0769,0.0184,-0.0181
34.58,-0.0106,-0.0638,0.0121
34.6,-0.0428,-0.0122,-0.006
34.62,-0.0063,-0.0493,0.0123
34.64,-0.0402,0.0152,0.0003
34.66,0.0134,0.0458,0.0065
34.68,0.0305,-0.011,0.0499
34.7,-0.0163,0.0514,0.0027
34.72,0.0108,-0.0443,-0.0235
34.74,-0.0625,-0.055,0.0542
34.76,0.0478,-0.0383,0.0239
34.78,0.0796,-0.0249,0.0188
34.8,-0.0137,-0.0273,0.0215
34.82,0.033,-0.0235,0.0255
34.84,-0.0325,-0.0201,0.0025
34.86,0.0107,-0.0038,0.0076
34.88,-0.0183,0.019,0.024
34.9,0.0287,-0.0158,0.0413
34.92,0.0131,0.0257,0.0432
34.94,-0.0295,-0.0707,0.0183
34.96,-0.0658,0.0274,0.0157
34.98,0.0346,-0.054,-0.0477
35.0,0.048,-0.0178,0.0135
35.02,0.0404,-0.0524,0.026
35.04,-0.0182,-0.0404,0.0269
35.06,0.0038,-0.0474,-0.035
35.08,0.0366,-0.0684,0.0033
35.1,-0.0256,0.002,0.0267
35.12,0.0219,0.0194,0.1065
35.14,0.0144,-0.055,0.0512
35.16,0.001,-0.0019,0.0395
35.18,-0.0111,0.0185,0.0421
35.2,-0.0194,-0.0922,-0.0432
35.22,0.0231,-0.0049,-0.0335
35.24,0.0302,-0.0315,0.0081
35.26,0.0054,-0.0447,0.0624
35.28,0.0168,-0.0441,0.035
35.3,0.0388,-0.0395,0.0125
35.32,-0.009,-0.0346,0.0097
35.34,0.0367,-0.0802,-0.0079
35.36,0.0298,0.0206,0.0422
35.38,-0.0083,0.0047,-0.0088
35.4,0.0254,-0.0239,0.0313
35.42,0.0475,-0.0494,0.0423
35.44,-0.0122,0.0038,-0.0427
35.46,0.008,0.0085,0.0149
35.48,-0.0136,-0.0272,-0.0366
35.5,-0.0046,-0.0111,-0.0135
35.52,0.0666,0.0049,-0.0327
35.54,0.0127,0.0104,0.0289
35.56,0.0148,-0.037,0.005
35.58,-0.0037,-0.0676,0.0204
35.6,0.0035,-0.0522,0.0354
35.62,0.0142,0.0395,0.0727
35.64,0.0069,-0.0354,0.0185
35.66,0.015,-0.0167,0.0029
35.68,-0.0334,-0.0282,0.064
35.7,-0.025,0.0057,0.0038
35.72,0.0022,-0.0125,0.0216
35.74,0.0474,0.0187,0.0223
35.76,0.0471,-0.0348,0.015
35.78,0.0422,-0.0013,0.0325
35.8,0.0169,-0.0674,0.0281
35.82,-0.009,-0.0349,0.0326
35.84,0.0068,-0.0729,0.0278
35.86,0.0969,-0.0418,-0.0157
35.88,0.0229,-0.033,-0.0068
35.9,0.0481,-0.029,0.0167
35.92,0.039,0.0229,-0.0357
35.94,0.0261,0.0017,0.02
35.96,-0.0217,-0.0282,0.0346
35.98,-0.0392,-0.0023,0.0456
36.0,0.0497,-0.0238,0.0155
36.02,0.0605,-0.0192,0.0334
36.04,-0.0415,0.0212,-0.018
36.06,-0.0134,-0.0152,0.0112
36.08,-0.0099,-0.0233,0.0055
36.1,0.0074,-0.0014,0.0103
36.12,0.03,-0.035,0.0222
36.14,0.0147,-0.0391,0.0056
36.16,-0.0057,-0.0074,0.0673
36.18,-0.005,-0.0486,-0.0034
36.2,0.0158,-0.0097,-0.0343
36.22,0.004,0.0124,0.0462
36.24,-0.0399,-0.0526,0.0877
36.26,-0.0257,-0.0249,0.0321
36.28,0.021,-0.0668,0.0265
36.3,0.0541,-0.0603,0.0355
36.32,-0.031,-0.0053,0.0319
36.34,0.0006,-0.028,0.0369
36.36,0.0669,0.021,0.1084
36.38,0.0303,-0.0576,-0.0251
36.4,-0.0023,-0.0758,-0.0005
36.42,0.0153,-0.0324,0.0173
36.44,0.0488,-0.0429,-0.0168
36.46,-0.0641,-0.0252,0.0017
36.48,0.0065,-0.0319,-0.0003
36.5,-0.0303,0.0341,-0.0059
36.52,0.0147,0.0038,-0.0135
36.54,0.0236,-0.0456,0.0203
36.56,-0.0098,-0.0057,-0.0125
36.58,0.0647,-0.0223,0.0112
36.6,0.0048,-0.0119,0.0149
36.62,-0.0023,-0.0019,0.0362
36.64,0.0465,-0.0138,0.0025
36.66,-0.0136,-0.0363,0.0114
36.68,0.0139,0.0032,0.0563
36.7,0.0451,-0.0099,0.0109
36.72,-0.024,-0.0413,-0.0125
36.74,0.0264,-0.0324,0.0181
36.76,0.0271,0.0107,0.0123
36.78,0.0415,0.0092,0.0299
36.8,-0.0303,-0.0176,0.0076
36.82,0.0601,0.0027,0.0636
36.84,0.0169,-0.0368,0.1317
36.86,-0.0249,0.0221,0.018
36.88,0.0085,0.0054,-0.0035
36.9,-0.0097,-0.0246,-0.0556
36.92,0.0765,-0.0512,0.0227
36.94,-0.0027,-0.0589,0.014
36.96,0.0075,-0.0195,0.0125
36.98,0.0336,0.0627,0.0055
37.0,0.0593,-0.012,0.0061
37.02,0.0304,-0.0255,0.0055
37.04,0.0304,-0.0165,0.0153
37.06,-0.0094,0.0191,0.0369
37.08,0.023,0.026,-0.0471
37.1,0.0126,-0.0551,-0.0434
37.12,0.019,-0.0069,-0.0056
37.14,0.0142,-0.0493,-0.0021
37.16,0.0022,0.0219,-0.0237
37.18,0.0427,-0.0138,0.0321
37.2,-0.0328,-0.0375,0.0235
37.22,0.0667,-0.0382,-0.01
37.24,0.0083,-0.0026,0.0072
37.26,0.0052,-0.0318,0.0444
37.28,-0.0127,-0.0083,0.0531
37.3,-0.001,0.016,0.0125
37.32,0.0558,-0.026,-0.0513
37.34,-0.0487,-0.0034,-0.0374
37.36,0.0329,-0.019,0.0386
37.38,-0.0206,0.0022,0.0102
37.4,0.0154,-0.02,0.0435
37.42,-0.0034,-0.0484,0.0481
37.44,0.0325,0.0086,0.0065
37.46,0.038,-0.0189,-0.0074
37.48,-0.0193,-0.0377,0.0442
37.5,-0.0425,-0.0312,0.083
37.52,-0.0022,-0.0717,-0.0502
37.54,0.0102,-0.0764,0.0091
37.56,0.0248,-0.0222,0.0149
37.58,-0.0076,-0.0205,0.0148
37.6,-0.0362,0.0089,0.021
37.62,-0.0076,0.0261,0.0321
37.64,0.0162,-0.0191,0.0469
37.66,0.0397,-0.0131,0.0352
37.68,0.0338,-0.0701,0.0145
37.7,-0.0311,-0.0358,-0.0045
37.72,-0.0212,0.0376,0.0578
37.74,0.0398,-0.0064,0.0139
37.76,-0.0079,-0.0729,0.0121
37.78,0.0248,-0.034,0.047
37.8,0.019,-0.0269,0.0127
37.82,0.0753,-0.017,0.0043
37.84,0.0203,-0.0053,0.039
37.86,-0.0232,-0.0553,0.02
37.88,0.003,-0.052,-0.0059
37.9,0.0157,-0.0557,-0.0098
37.92,-0.0131,-0.0357,-0.0264
37.94,0.0199,-0.0087,-0.0571
37.96,0.0502,-0.0342,0.0114
37.98,0.0122,-0.0195,0.0166
38.0,-0.0072,-0.0077,0.0255
38.02,0.0035,-0.058,0.0019
38.04,-0.0047,-0.0558,0.0397
38.06,-0.0073,0.01,-0.0345
38.08,0.0112,0.0051,-0.0203
38.1,-0.0506,0.037,-0.0144
38.12,0.0536,-0.0674,-0.0255
38.14,-0.0275,-0.0446,0.0189
38.16,0.0032,-0.0007,0.0016
38.18,0.0394,0.027,-0.005
38.2,-0.0207,0.0174,0.0231
38.22,0.0082,-0.0747,-0.0321
38.24,0.0434,-0.0683,0.0292
38.26,0.0505,-0.0508,0.0139
38.28,-0.0048,0.0039,-0.0106
38.3,0.0125,0.0073,0.01
38.32,0.0228,-0.0012,0.0278
38.34,-0.0152,-0.0286,-0.004
38.36,0.0038,-0.0417,0.0474
38.38,-0.0035,0.0485,0.0216
38.4,-0.038,0.0173,-0.0255
38.42,-0.0371,-0.0153,0.0234
38.44,-0.0051,-0.0604,0.0444
38.46,0.1,0.0208,0.0263
38.48,-0.006,-0.0148,0.0154
38.5,0.0306,-0.0055,0.0039
38.52,-0.0118,-0.0426,-0.0019
38.54,0.0329,-0.0025,-0.0033
38.56,0.0086,0.0067,0.0133
38.58,0.0311,0.0125,0.0562
38.6,0.0279,-0.001,0.0594
38.62,0.0331,-0.0351,0.0178
38.64,0.0087,-0.0031,0.0137
38.66,0.0204,0.0051,0.0202
38.68,0.0312,-0.0349,0.0259
38.7,0.0294,-0.0241,0.0111
38.72,-0.0313,0.0053,0.0842
38.74,0.0529,-0.0721,0.045
38.76,0.0223,-0.0478,0.0374
38.78,-0.0205,-0.0801,-0.0164
38.8,-0.0161,-0.0389,0.0448
38.82,0.037,-0.0249,-0.0347
38.84,0.043,0.0228,-0.0547
38.86,-0.0404,-0.06,0.0453
38.88,0.0737,-0.0658,0.0576
38.9,-0.0494,-0.025,0.0251
38.92,0.0496,0.0095,-0.0471
38.94,-0.0429,0.0012,0.0462
38.96,0.0393,0.0309,-0.0272
38.98,-0.0013,-0.0235,-0.0368
39.0,-0.0138,-0.0584,-0.0033
39.02,-0.0514,-0.022,-0.0045
39.04,-0.0024,-0.0087,0.0076
39.06,0.0256,-0.0364,-0.0247
39.08,0.0013,-0.0276,-0.0033
39.1,-0.0136,-0.0407,0.0364
39.12,-0.0119,-0.0572,0.0011
39.14,0.0478,-0.0319,0.024
39.16,-0.0091,0.0131,-0.0617
39.18,0.0438,-0.0542,0.0039
39.2,-0.0064,-0.0348,0.0517
39.22,0.0398,-0.0203,-0.0061
39.24,0.0151,0.0303,-0.0365
39.26,0.0045,0.0271,-0.005
39.28,0.0323,0.0101,-0.0003
39.3,0.0096,0.0207,0.0265
39.32,-0.0239,-0.0302,-0.0115
39.34,0.0344,-0.0008,-0.0257
39.36,0.0073,-0.0176,0.0499
39.38,-0.0015,0.0017,-0.0241
39.4,0.0517,-0.0103,-0.0415
39.42,0.0043,0.0059,-0.0481
39.44,0.0413,-0.0004,0.0044
39.46,-0.0213,-0.0309,0.0526
39.48,-0.0174,-0.026,0.0081
39.5,-0.025,-0.0084,0.0121
39.52,-0.0005,0.0028,0.0288
39.54,0.004,-0.0367,0.0345
39.56,0.0521,-0.0335,0.0687
39.58,-0.032,0.0315,0.0193
39.6,0.0409,0.0041,0.0175
39.62,0.0599,-0.0183,0.0206
39.64,0.003,-0.0325,0.027
39.66,0.0364,-0.0641,0.0135
39.68,0.0041,-0.0057,0.0395
39.7,-0.006,0.0222,0.0192
39.72,0.0176,-0.0403,-0.0345
39.74,0.0075,0.0062,0.055
39.76,-0.0413,0.0069,0.0084
39.78,-0.0239,-0.0527,-0.02
39.8,0.0198,0.0344,0.0064
39.82,-0.0058,-0.0117,0.0678
39.84,0.0079,-0.0345,0.0417
39.86,0.0072,-0.0001,0.0057
39.88,-0.0456,-0.0609,0.0599
39.9,-0.0156,-0.0129,0.0233
39.92,0.0093,-0.0347,0.0376
39.94,0.0485,0.006,0.0045
39.96,-0.0312,-0.0208,-0.0045
39.98,0.0282,-0.0064,0.012
40.0,0.0042,-0.0766,-0.0185
40.02,0.0493,-0.0119,0.0729
40.04,0.0518,-0.0244,0.05
40.06,0.0026,0.0029,0.0346
40.08,0.0577,-0.0038,0.0376
40.1,-0.0025,-0.0196,-0.0058
40.12,0.0018,-0.0492,0.0222
40.14,0.0487,-0.0268,-0.0457
40.16,0.006,0.0115,-0.0042
40.18,0.0332,0.0435,0.0155
40.2,-0.0232,-0.0129,0.0439
40.22,0.0194,-0.035,0.0317
40.24,0.0143,-0.0419,-0.0218
40.26,-0.0413,-0.012,0.0096
40.28,0.0382,0.0141,-0.0187
40.3,-0.0072,0.0141,-0.0108
40.32,-0.0192,0.0062,0.0379
40.34,0.0219,-0.0231,-0.0312
40.36,0.03,0.031,0.0404
40.38,-0.0402,-0.0296,0.0271
40.4,-0.025,-0.0125,0.0057
40.42,0.0203,-0.0017,-0.0346
40.44,0.0413,0.0019,0.0014
40.46,0.0438,-0.0403,0.0237
40.48,0.0306,-0.0612,0.0306
40.5,-0.0097,-0.0245,0.0116
40.52,0.0501,0.0066,0.0096
40.54,0.0027,-0.0375,0.0665
40.56,-0.0304,-0.0214,0.0299
40.58,-0.0122,0.022,-0.0444
40.6,0.0129,-0.0538,0.0401
40.62,0.0069,0.0099,0.0163
40.64,0.0043,-0.0183,0.0689
40.66,0.0046,-0.0259,0.0091
40.68,-0.0041,-0.0666,0.021
40.7,0.0554,-0.0171,0.0029
40.72,-0.0166,0.0043,0.0238
40.74,0.0352,-0.0686,0.0268
40.76,0.0005,-0.0603,0.0796
40.78,0.0507,-0.0355,0.0262
40.8,0.0222,-0.0515,0.0265
40.82,0.0063,0.0024,-0.068
40.84,0.003,-0.0465,0.0322
40.86,0.0364,0.0004,0.0468
40.88,0.026,-0.0652,0.0133
40.9,-0.0236,-0.0437,0.0513
40.92,0.0614,-0.0108,-0.0158
40.94,0.0784,0.0141,0.0036
40.96,-0.0486,0.0028,0.008
40.98,-0.001,-0.012,0.0396
41.0,-0.0258,-0.0299,-0.0202
41.02,-0.0234,-0.0123,0.0274
41.04,0.0376,0.0206,0.0482
41.06,0.0615,0.0403,0.0251
41.08,-0.0359,-0.0303,0.0152
41.1,0.0058,-0.0488,0.0393
41.12,-0.0058,-0.0148,-0.0131
41.14,0.0333,-0.0931,0.0215
41.16,0.0311,-0.0153,0.0256
41.18,-0.0266,-0.0074,0.0152
41.2,-0.0082,-0.0297,0.0264
41.22,0.0478,0.0094,0.0446
41.24,0.0418,-0.059,-0.0262
41.26,-0.0618,-0.0496,0.0005
41.28,-0.0066,-0.0094,0.0064
41.3,-0.0224,-0.0404,0.0586
41.32,-0.0032,-0.0369,0.027
41.34,-0.0289,-0.0602,0.0163
41.36,-0.0213,0.0104,0.0508
41.38,0.0324,0.1048,-0.0039
41.4,0.0551,-0.0346,-0.0092
41.42,0.0251,-0.0183,-0.0023
41.44,0.012,-0.0083,0.0265
41.46,-0.0057,-0.0229,-0.0124
41.48,0.0173,-0.0307,0.0594
41.5,0.0514,-0.0041,0.0267
41.52,-0.05,-0.0297,-0.0067
41.54,0.0081,-0.0285,0.0018
41.56,0.0354,-0.0481,0.0184
41.58,-0.0114,-0.024,-0.0381
